bike_name,price,city,kms_driven,owner,age,power,brand,,,,
Honda CB Twister 110cc,50000,Bangalore,29134,First Owner,7,220,Bajaj,,,,
Honda CB Twister 110cc,25000,Delhi,48587,First Owner,8,150,Hero,,,,
Honda CB Twister 110cc,70000,Mumbai,8000,First Owner,5,220,Bajaj,,,,
Honda CB Twister 110cc,87000,Pune,140,First Owner,3,160,Honda,,,,
Honda CB Twister 110cc,10000,Ghaziabad,64955,First Owner,15,150,Bajaj,,,,
Honda CB Twister 110cc,25000,Delhi,65000,First Owner,12,150,Yamaha,,,,
Honda CB Twister 110cc,18000,Chennai,22824,First Owner,8,100,Hero,,,,
Honda CB Twister 110cc,14227,Bhopal,36000,First Owner,15,150,Bajaj,,,,
Honda CB Twister 110cc,35000,Bangalore,60000,First Owner,9,220,Bajaj,,,,
Honda CB Twister 110cc,450000,Jodhpur,3430,First Owner,4,750,Harley-Davidson,,,,
Honda CB Twister 110cc,139000,Hyderabad,21300,First Owner,4,400,Bajaj,,,,
Honda CB Twister 110cc,80000,Hyderabad,7127,First Owner,5,220,Bajaj,,,,
Honda CB Twister 110cc,23000,Lucknow,20000,First Owner,6,100,Bajaj,,,,
Honda CB Twister 110cc,32000,Lucknow,22697,First Owner,7,125,Suzuki,,,,
Honda CB Twister 110cc,20000,Kanchipuram,52000,First Owner,10,150,Yamaha,,,,
Honda CB Twister 110cc,55005,Godhara,6600,First Owner,5,220,Bajaj,,,,
Honda CB Twister 110cc,87000,Gautam Buddha Nagar,16336,First Owner,7,350,Royal Enfield,,,,
Honda CB Twister 110cc,70000,Mumbai,13858,Second Owner,11,350,Royal Enfield,,,,
Honda CB Twister 110cc,35000,Ahmedabad,11885,First Owner,12,125,Suzuki,,,,
Honda CB Twister 110cc,196700,Mumbai,13216,First Owner,4,390,KTM,,,,
Honda CB Twister 110cc,25000,Delhi,32588,First Owner,9,150,Bajaj,,,,
Honda CB Twister 110cc,123000,Kadapa,14500,First Owner,4,250,Yamaha,,,,
Honda CB Twister 110cc,95500,Delhi,18000,First Owner,8,350,Royal Enfield,,,,
Honda CB Twister 110cc,32000,Delhi,12000,First Owner,6,100,Hero,,,,
,,,,,,,,,,,
Honda CB Unicorn 150cc,15000,Perumbavoor,35000,Second Owner,19,100,Hero,,,,
Honda CB Unicorn 150cc,39000,Delhi,22000,First Owner,4,100,Hero,,,,
Honda CB Unicorn 150cc,30000,Karnal,6639,First Owner,9,180,TVS,,,,
Honda CB Unicorn 150cc,60000,Delhi,20373,First Owner,6,220,Bajaj,,,,
Honda CB Unicorn 150cc,15600,Jaipur,84186,First Owner,16,125,Hero,,,,
Honda CB Unicorn 150cc,22000,Pune,60857,First Owner,13,150,Bajaj,,,,
Honda CB Unicorn 150cc,23000,Lucknow,20000,First Owner,6,100,Bajaj,,,,
Honda CB Unicorn 150cc,32000,Lucknow,22697,First Owner,7,125,Suzuki,,,,
Honda CB Unicorn 150cc,20000,Kanchipuram,52000,First Owner,10,150,Yamaha,,,,
Honda CB Unicorn 150cc,55005,Godhara,6600,First Owner,5,220,Bajaj,,,,
Honda CB Unicorn 150cc,87000,Gautam Buddha Nagar,16336,First Owner,7,350,Royal Enfield,,,,
Honda CB Unicorn 150cc,70000,Mumbai,13858,Second Owner,11,350,Royal Enfield,,,,
Honda CB Unicorn 150cc,35000,Ahmedabad,11885,First Owner,12,125,Suzuki,,,,
Honda CB Unicorn 150cc,196700,Mumbai,13216,First Owner,4,390,KTM,,,,
Honda CB Unicorn 150cc,25000,Delhi,32588,First Owner,9,150,Bajaj,,,,
Honda CB Unicorn 150cc,123000,Kadapa,14500,First Owner,4,250,Yamaha,,,,
Honda CB Unicorn 150cc,95500,Delhi,18000,First Owner,8,350,Royal Enfield,,,,
Honda CB Unicorn 150cc,32000,Delhi,12000,First Owner,6,100,Hero,,,,
Honda CB Unicorn 150cc,41000,Delhi,20245,Second Owner,11,220,Bajaj,,,,
Honda CB Unicorn 150cc,15000,Perumbavoor,35000,Second Owner,19,100,Hero,,,,
Honda CB Unicorn 150cc,39000,Delhi,22000,First Owner,4,100,Hero,,,,
Honda CB Unicorn 150cc,30000,Karnal,6639,First Owner,9,180,TVS,,,,
Honda CB Unicorn 150cc,60000,Delhi,20373,First Owner,6,220,Bajaj,,,,
Honda CB Unicorn 150cc,15600,Jaipur,84186,First Owner,16,125,Hero,,,,
Honda CB Unicorn 150cc,22000,Pune,60857,First Owner,13,150,Bajaj,,,,
Honda CB Unicorn 150cc,23000,Lucknow,20000,First Owner,6,100,Bajaj,,,,
Honda CB Unicorn 150cc,32000,Lucknow,22697,First Owner,7,125,Suzuki,,,,
Honda CB Unicorn 150cc,20000,Kanchipuram,52000,First Owner,10,150,Yamaha,,,,
Honda CB Unicorn 150cc,55005,Godhara,6600,First Owner,5,220,Bajaj,,,,
Honda CB Unicorn 150cc,87000,Gautam Buddha Nagar,16336,First Owner,7,350,Royal Enfield,,,,
Honda CB Unicorn 150cc,70000,Mumbai,13858,Second Owner,11,350,Royal Enfield,,,,
Honda CB Unicorn 150cc,35000,Ahmedabad,11885,First Owner,12,125,Suzuki,,,,
Honda CB Unicorn 150cc,196700,Mumbai,13216,First Owner,4,390,KTM,,,,
Honda CB Unicorn 150cc,25000,Delhi,32588,First Owner,9,150,Bajaj,,,,
Honda CB Unicorn 150cc,123000,Kadapa,14500,First Owner,4,250,Yamaha,,,,
Honda CB Unicorn 150cc,95500,Delhi,18000,First Owner,8,350,Royal Enfield,,,,
Honda CB Unicorn 150cc,32000,Delhi,12000,First Owner,6,100,Hero,,,,
Honda CB Unicorn 150cc,41000,Delhi,20245,Second Owner,11,220,Bajaj,,,,
Honda CB Unicorn 150cc,15000,Perumbavoor,35000,Second Owner,19,100,Hero,,,,
Honda CB Unicorn 150cc,39000,Delhi,22000,First Owner,4,100,Hero,,,,
Honda CB Unicorn 150cc,30000,Karnal,6639,First Owner,9,180,TVS,,,,
Honda CB Unicorn 150cc,60000,Delhi,20373,First Owner,6,220,Bajaj,,,,
Honda CB Unicorn 150cc,15600,Jaipur,84186,First Owner,16,125,Hero,,,,
Honda CB Unicorn 150cc,22000,Pune,60857,First Owner,13,150,Bajaj,,,,
Honda CB Unicorn 150cc,45000,Chennai,18742,First Owner,6,150,Yamaha,,,,
Honda CB Unicorn 150cc,43000,Bangalore,42837,First Owner,8,150,Honda,,,,
Honda CB Unicorn 150cc,55000,Rupnagar,27000,First Owner,9,150,Yamaha,,,,
Honda CB Unicorn 150cc,11900,Noida,34968,First Owner,14,150,Hero,,,,
Honda CB Unicorn 150cc,105000,Delhi,20000,First Owner,4,350,Royal Enfield,,,,
Honda CB Unicorn 150cc,18000,Hyderabad,3869,First Owner,16,100,Hero,,,,
Honda CB Unicorn 150cc,48000,Allahabad,41939,First Owner,8,200,Bajaj,,,,
Honda CB Unicorn 150cc,50000,Bangalore,29134,First Owner,7,220,Bajaj,,,,
Honda CB Unicorn 150cc,25000,Delhi,48587,First Owner,8,150,Hero,,,,
Honda CB Unicorn 150cc,70000,Mumbai,8000,First Owner,5,220,Bajaj,,,,
Honda CB Unicorn 150cc,87000,Pune,140,First Owner,3,160,Honda,,,,
Honda CB Unicorn 150cc,10000,Ghaziabad,64955,First Owner,15,150,Bajaj,,,,
Honda CB Unicorn 150cc,25000,Delhi,65000,First Owner,12,150,Yamaha,,,,
Honda CB Unicorn 150cc,18000,Chennai,22824,First Owner,8,100,Hero,,,,
Honda CB Unicorn 150cc,14227,Bhopal,36000,First Owner,15,150,Bajaj,,,,
Honda CB Unicorn 150cc,35000,Bangalore,60000,First Owner,9,220,Bajaj,,,,
Honda CB Unicorn 150cc,450000,Jodhpur,3430,First Owner,4,750,Harley-Davidson,,,,
Honda CB Unicorn 150cc,139000,Hyderabad,21300,First Owner,4,400,Bajaj,,,,
Honda CB Unicorn 150cc,80000,Hyderabad,7127,First Owner,5,220,Bajaj,,,,
Honda CB Unicorn 150cc,45000,Chennai,18742,First Owner,6,150,Yamaha,,,,
Honda CB Unicorn 150cc,43000,Bangalore,42837,First Owner,8,150,Honda,,,,
Honda CB Unicorn 150cc,55000,Rupnagar,27000,First Owner,9,150,Yamaha,,,,
Honda CB Unicorn 150cc,11900,Noida,34968,First Owner,14,150,Hero,,,,
Honda CB Unicorn 150cc,105000,Delhi,20000,First Owner,4,350,Royal Enfield,,,,
Honda CB Unicorn 150cc,18000,Hyderabad,3869,First Owner,16,100,Hero,,,,
Honda CB Unicorn 150cc,48000,Allahabad,41939,First Owner,8,200,Bajaj,,,,
Honda CB Unicorn 150cc,50000,Bangalore,29134,First Owner,7,220,Bajaj,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Honda CBF Stunner 125cc,80000,Hyderabad,7127,First Owner,5,220,Bajaj,,,,
Honda CBF Stunner 125cc,23000,Lucknow,20000,First Owner,6,100,Bajaj,,,,
Honda CBF Stunner 125cc,32000,Lucknow,22697,First Owner,7,125,Suzuki,,,,
Honda CBF Stunner 125cc,20000,Kanchipuram,52000,First Owner,10,150,Yamaha,,,,
Honda CBF Stunner 125cc,55005,Godhara,6600,First Owner,5,220,Bajaj,,,,
Honda CBF Stunner 125cc,87000,Gautam Buddha Nagar,16336,First Owner,7,350,Royal Enfield,,,,
Honda CBF Stunner 125cc,70000,Mumbai,13858,Second Owner,11,350,Royal Enfield,,,,
Honda CBF Stunner 125cc,35000,Ahmedabad,11885,First Owner,12,125,Suzuki,,,,
Honda CBF Stunner 125cc,196700,Mumbai,13216,First Owner,4,390,KTM,,,,
Honda CBF Stunner 125cc,25000,Delhi,32588,First Owner,9,150,Bajaj,,,,
Honda CBF Stunner 125cc,123000,Kadapa,14500,First Owner,4,250,Yamaha,,,,
Honda CBF Stunner 125cc,95500,Delhi,18000,First Owner,8,350,Royal Enfield,,,,
Honda CBF Stunner 125cc,32000,Delhi,12000,First Owner,6,100,Hero,,,,
Honda CBF Stunner 125cc,41000,Delhi,20245,Second Owner,11,220,Bajaj,,,,
Honda CBF Stunner 125cc,15000,Perumbavoor,35000,Second Owner,19,100,Hero,,,,
Honda CBF Stunner 125cc,39000,Delhi,22000,First Owner,4,100,Hero,,,,
Honda CBF Stunner 125cc,30000,Karnal,6639,First Owner,9,180,TVS,,,,
Honda CBF Stunner 125cc,60000,Delhi,20373,First Owner,6,220,Bajaj,,,,
Honda CBF Stunner 125cc,15600,Jaipur,84186,First Owner,16,125,Hero,,,,
Honda CBF Stunner 125cc,22000,Pune,60857,First Owner,13,150,Bajaj,,,,
Honda CBF Stunner 125cc,23000,Lucknow,20000,First Owner,6,100,Bajaj,,,,
Honda CBF Stunner 125cc,32000,Lucknow,22697,First Owner,7,125,Suzuki,,,,
Honda CBF Stunner 125cc,20000,Kanchipuram,52000,First Owner,10,150,Yamaha,,,,
Honda CBF Stunner 125cc,55005,Godhara,6600,First Owner,5,220,Bajaj,,,,
Honda CBF Stunner 125cc,87000,Gautam Buddha Nagar,16336,First Owner,7,350,Royal Enfield,,,,
Honda CBF Stunner 125cc,70000,Mumbai,13858,Second Owner,11,350,Royal Enfield,,,,
Honda CBF Stunner 125cc,35000,Ahmedabad,11885,First Owner,12,125,Suzuki,,,,
Honda CBF Stunner 125cc,196700,Mumbai,13216,First Owner,4,390,KTM,,,,
Honda CBF Stunner 125cc,25000,Delhi,32588,First Owner,9,150,Bajaj,,,,
Honda CBF Stunner 125cc,123000,Kadapa,14500,First Owner,4,250,Yamaha,,,,
Honda CBF Stunner 125cc,95500,Delhi,18000,First Owner,8,350,Royal Enfield,,,,
Honda CBF Stunner 125cc,32000,Delhi,12000,First Owner,6,100,Hero,,,,
Honda CBF Stunner 125cc,41000,Delhi,20245,Second Owner,11,220,Bajaj,,,,
Honda CBF Stunner 125cc,15000,Perumbavoor,35000,Second Owner,19,100,Hero,,,,
Honda CBF Stunner 125cc,39000,Delhi,22000,First Owner,4,100,Hero,,,,
Honda CBF Stunner 125cc,30000,Karnal,6639,First Owner,9,180,TVS,,,,
Honda CBF Stunner 125cc,60000,Delhi,20373,First Owner,6,220,Bajaj,,,,
Honda CBF Stunner 125cc,15600,Jaipur,84186,First Owner,16,125,Hero,,,,
Honda CBF Stunner 125cc,22000,Pune,60857,First Owner,13,150,Bajaj,,,,
Honda CBF Stunner 125cc,23000,Lucknow,20000,First Owner,6,100,Bajaj,,,,
Honda CBF Stunner 125cc,32000,Lucknow,22697,First Owner,7,125,Suzuki,,,,
Honda CBF Stunner 125cc,20000,Kanchipuram,52000,First Owner,10,150,Yamaha,,,,
Honda CBF Stunner 125cc,55005,Godhara,6600,First Owner,5,220,Bajaj,,,,
Honda CBF Stunner 125cc,87000,Gautam Buddha Nagar,16336,First Owner,7,350,Royal Enfield,,,,
Honda CBF Stunner 125cc,70000,Mumbai,13858,Second Owner,11,350,Royal Enfield,,,,
Honda CBF Stunner 125cc,35000,Ahmedabad,11885,First Owner,12,125,Suzuki,,,,
Honda CBF Stunner 125cc,196700,Mumbai,13216,First Owner,4,390,KTM,,,,
Honda CBF Stunner 125cc,25000,Delhi,32588,First Owner,9,150,Bajaj,,,,
Honda CBF Stunner 125cc,123000,Kadapa,14500,First Owner,4,250,Yamaha,,,,
Honda CBF Stunner 125cc,95500,Delhi,18000,First Owner,8,350,Royal Enfield,,,,
Honda CBF Stunner 125cc,32000,Delhi,12000,First Owner,6,100,Hero,,,,
Honda CBF Stunner 125cc,41000,Delhi,20245,Second Owner,11,220,Bajaj,,,,
Honda CBF Stunner 125cc,15000,Perumbavoor,35000,Second Owner,19,100,Hero,,,,
Honda CBF Stunner 125cc,39000,Delhi,22000,First Owner,4,100,Hero,,,,
Honda CBF Stunner 125cc,30000,Karnal,6639,First Owner,9,180,TVS,,,,
Honda CBF Stunner 125cc,60000,Delhi,20373,First Owner,6,220,Bajaj,,,,
Honda CBF Stunner 125cc,15600,Jaipur,84186,First Owner,16,125,Hero,,,,
Honda CBF Stunner 125cc,22000,Pune,60857,First Owner,13,150,Bajaj,,,,
Honda CBF Stunner 125cc,45000,Chennai,18742,First Owner,6,150,Yamaha,,,,
Honda CBF Stunner 125cc,43000,Bangalore,42837,First Owner,8,150,Honda,,,,
Honda CBF Stunner 125cc,55000,Rupnagar,27000,First Owner,9,150,Yamaha,,,,
Honda CBF Stunner 125cc,11900,Noida,34968,First Owner,14,150,Hero,,,,
Honda CBF Stunner 125cc,105000,Delhi,20000,First Owner,4,350,Royal Enfield,,,,
Honda CBF Stunner 125cc,18000,Hyderabad,3869,First Owner,16,100,Hero,,,,
Honda CBF Stunner 125cc,48000,Allahabad,41939,First Owner,8,200,Bajaj,,,,
Honda CBF Stunner 125cc,50000,Bangalore,29134,First Owner,7,220,Bajaj,,,,
Honda CBF Stunner 125cc,25000,Delhi,48587,First Owner,8,150,Hero,,,,
Honda CBF Stunner 125cc,70000,Mumbai,8000,First Owner,5,220,Bajaj,,,,
Honda CBF Stunner 125cc,87000,Pune,140,First Owner,3,160,Honda,,,,
Honda CBF Stunner 125cc,10000,Ghaziabad,64955,First Owner,15,150,Bajaj,,,,
Honda CBF Stunner 125cc,25000,Delhi,65000,First Owner,12,150,Yamaha,,,,
Honda CBF Stunner 125cc,18000,Chennai,22824,First Owner,8,100,Hero,,,,
Honda CBF Stunner 125cc,14227,Bhopal,36000,First Owner,15,150,Bajaj,,,,
Honda CBF Stunner 125cc,35000,Bangalore,60000,First Owner,9,220,Bajaj,,,,
Honda CBF Stunner 125cc,450000,Jodhpur,3430,First Owner,4,750,Harley-Davidson,,,,
Honda CBF Stunner 125cc,139000,Hyderabad,21300,First Owner,4,400,Bajaj,,,,
Honda CBR 150R 150cc,80000,Hyderabad,7127,First Owner,5,220,Bajaj,,,,
Honda CBR 150R 150cc,45000,Chennai,18742,First Owner,6,150,Yamaha,,,,
Honda CBR 150R 150cc,43000,Bangalore,42837,First Owner,8,150,Honda,,,,
Honda CBR 150R 150cc,55000,Rupnagar,27000,First Owner,9,150,Yamaha,,,,
Honda CBR 150R 150cc,11900,Noida,34968,First Owner,14,150,Hero,,,,
Honda CBR 150R 150cc,105000,Delhi,20000,First Owner,4,350,Royal Enfield,,,,
Honda CBR 150R 150cc,18000,Hyderabad,3869,First Owner,16,100,Hero,,,,
Honda CBR 150R 150cc,48000,Allahabad,41939,First Owner,8,200,Bajaj,,,,
Honda CBR 150R 150cc,50000,Bangalore,29134,First Owner,7,220,Bajaj,,,,
Honda CBR 150R 150cc,25000,Delhi,48587,First Owner,8,150,Hero,,,,
Honda CBR 150R 150cc,70000,Mumbai,8000,First Owner,5,220,Bajaj,,,,
Honda CBR 150R 150cc,87000,Pune,140,First Owner,3,160,Honda,,,,
Honda CBR 150R 150cc,10000,Ghaziabad,64955,First Owner,15,150,Bajaj,,,,
Honda CBR 150R 150cc,25000,Delhi,65000,First Owner,12,150,Yamaha,,,,
Honda CBR 150R 150cc,18000,Chennai,22824,First Owner,8,100,Hero,,,,
Honda CBR 150R 150cc,14227,Bhopal,36000,First Owner,15,150,Bajaj,,,,
Honda CBR 150R 150cc,35000,Bangalore,60000,First Owner,9,220,Bajaj,,,,
Honda CBR 150R 150cc,450000,Jodhpur,3430,First Owner,4,750,Harley-Davidson,,,,
Honda CBR 150R 150cc,139000,Hyderabad,21300,First Owner,4,400,Bajaj,,,,
Honda CBR 150R 150cc,80000,Hyderabad,7127,First Owner,5,220,Bajaj,,,,
Honda CBR 150R 150cc,23000,Lucknow,20000,First Owner,6,100,Bajaj,,,,
Honda CBR 150R 150cc,32000,Lucknow,22697,First Owner,7,125,Suzuki,,,,
Honda CBR 150R 150cc,20000,Kanchipuram,52000,First Owner,10,150,Yamaha,,,,
Honda CBR 150R 150cc,55005,Godhara,6600,First Owner,5,220,Bajaj,,,,
Honda CBR 150R 150cc,87000,Gautam Buddha Nagar,16336,First Owner,7,350,Royal Enfield,,,,
Honda CBR 150R 150cc,70000,Mumbai,13858,Second Owner,11,350,Royal Enfield,,,,
Honda CBR 150R 150cc,35000,Ahmedabad,11885,First Owner,12,125,Suzuki,,,,
Honda CBR 150R 150cc,196700,Mumbai,13216,First Owner,4,390,KTM,,,,
Honda CBR 150R 150cc,25000,Delhi,32588,First Owner,9,150,Bajaj,,,,
Honda CBR 150R 150cc,123000,Kadapa,14500,First Owner,4,250,Yamaha,,,,
Honda CBR 150R 150cc,95500,Delhi,18000,First Owner,8,350,Royal Enfield,,,,
Honda CBR 150R 150cc,32000,Delhi,12000,First Owner,6,100,Hero,,,,
Honda CBR 150R 150cc,41000,Delhi,20245,Second Owner,11,220,Bajaj,,,,
Honda CBR 150R 150cc,15000,Perumbavoor,35000,Second Owner,19,100,Hero,,,,
Honda CBR 150R 150cc,39000,Delhi,22000,First Owner,4,100,Hero,,,,
Honda CBR 150R 150cc,30000,Karnal,6639,First Owner,9,180,TVS,,,,
Honda CBR 150R 150cc,60000,Delhi,20373,First Owner,6,220,Bajaj,,,,
Honda CBR 150R 150cc,15600,Jaipur,84186,First Owner,16,125,Hero,,,,
Honda CBR 150R 150cc,22000,Pune,60857,First Owner,13,150,Bajaj,,,,
Honda CBR 150R 150cc,23000,Lucknow,20000,First Owner,6,100,Bajaj,,,,
Honda CBR 150R 150cc,32000,Lucknow,22697,First Owner,7,125,Suzuki,,,,
Honda CBR 150R 150cc,20000,Kanchipuram,52000,First Owner,10,150,Yamaha,,,,
Honda CBR 150R 150cc,55005,Godhara,6600,First Owner,5,220,Bajaj,,,,
Honda CBR 150R 150cc,87000,Gautam Buddha Nagar,16336,First Owner,7,350,Royal Enfield,,,,
Honda CBR 150R 150cc,70000,Mumbai,13858,Second Owner,11,350,Royal Enfield,,,,
Honda CBR 150R 150cc,35000,Ahmedabad,11885,First Owner,12,125,Suzuki,,,,
Honda CBR 150R 150cc,196700,Mumbai,13216,First Owner,4,390,KTM,,,,
Honda CBR 150R 150cc,25000,Delhi,32588,First Owner,9,150,Bajaj,,,,
Honda CBR 150R 150cc,123000,Kadapa,14500,First Owner,4,250,Yamaha,,,,
Honda CBR 150R 150cc,95500,Delhi,18000,First Owner,8,350,Royal Enfield,,,,
Honda CBR 150R 150cc,32000,Delhi,12000,First Owner,6,100,Hero,,,,
Honda CBR 150R 150cc,41000,Delhi,20245,Second Owner,11,220,Bajaj,,,,
Honda CBR 150R 150cc,15000,Perumbavoor,35000,Second Owner,19,100,Hero,,,,
Honda CBR 150R 150cc,39000,Delhi,22000,First Owner,4,100,Hero,,,,
Honda CBR 150R 150cc,30000,Karnal,6639,First Owner,9,180,TVS,,,,
Honda CBR 150R 150cc,60000,Delhi,20373,First Owner,6,220,Bajaj,,,,
Honda CBR 150R 150cc,15600,Jaipur,84186,First Owner,16,125,Hero,,,,
Honda CBR 150R 150cc,22000,Pune,60857,First Owner,13,150,Bajaj,,,,
Honda CBR 150R 150cc,45000,Chennai,18742,First Owner,6,150,Yamaha,,,,
Honda CBR 150R 150cc,43000,Bangalore,42837,First Owner,8,150,Honda,,,,
Honda CBR 150R 150cc,55000,Rupnagar,27000,First Owner,9,150,Yamaha,,,,
Honda CBR 150R 150cc,11900,Noida,34968,First Owner,14,150,Hero,,,,
Honda CBR 150R 150cc,105000,Delhi,20000,First Owner,4,350,Royal Enfield,,,,
Honda CBR 150R 150cc,18000,Hyderabad,3869,First Owner,16,100,Hero,,,,
Honda CBR 150R 150cc,48000,Allahabad,41939,First Owner,8,200,Bajaj,,,,
Honda CBR 150R 150cc,50000,Bangalore,29134,First Owner,7,220,Bajaj,,,,
Honda CBR 150R 150cc,25000,Delhi,48587,First Owner,8,150,Hero,,,,
Honda CBR 150R 150cc,70000,Mumbai,8000,First Owner,5,220,Bajaj,,,,
Honda CBR 150R 150cc,87000,Pune,140,First Owner,3,160,Honda,,,,
Honda CBR 150R 150cc,10000,Ghaziabad,64955,First Owner,15,150,Bajaj,,,,
Honda CBR 150R 150cc,25000,Delhi,65000,First Owner,12,150,Yamaha,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Honda CBR 250R,450000,Jodhpur,3430,First Owner,4,750,Harley-Davidson,,,,
Honda CBR 250R,139000,Hyderabad,21300,First Owner,4,400,Bajaj,,,,
Honda CBR 250R,80000,Hyderabad,7127,First Owner,5,220,Bajaj,,,,
Honda CBR 250R,23000,Lucknow,20000,First Owner,6,100,Bajaj,,,,
Honda CBR 250R,32000,Lucknow,22697,First Owner,7,125,Suzuki,,,,
Honda CBR 250R,20000,Kanchipuram,52000,First Owner,10,150,Yamaha,,,,
Honda CBR 250R,55005,Godhara,6600,First Owner,5,220,Bajaj,,,,
Honda CBR 250R,87000,Gautam Buddha Nagar,16336,First Owner,7,350,Royal Enfield,,,,
Honda CBR 250R,70000,Mumbai,13858,Second Owner,11,350,Royal Enfield,,,,
Honda CBR 250R,35000,Ahmedabad,11885,First Owner,12,125,Suzuki,,,,
Honda CBR 250R,196700,Mumbai,13216,First Owner,4,390,KTM,,,,
Honda CBR 250R,25000,Delhi,32588,First Owner,9,150,Bajaj,,,,
Honda CBR 250R,123000,Kadapa,14500,First Owner,4,250,Yamaha,,,,
Honda CBR 250R,95500,Delhi,18000,First Owner,8,350,Royal Enfield,,,,
Honda CBR 250R,32000,Delhi,12000,First Owner,6,100,Hero,,,,
Honda CBR 250R,41000,Delhi,20245,Second Owner,11,220,Bajaj,,,,
Honda CBR 250R,15000,Perumbavoor,35000,Second Owner,19,100,Hero,,,,
Honda CBR 250R,39000,Delhi,22000,First Owner,4,100,Hero,,,,
Honda CBR 250R,30000,Karnal,6639,First Owner,9,180,TVS,,,,
Honda CBR 250R,60000,Delhi,20373,First Owner,6,220,Bajaj,,,,
Honda CBR 250R,15600,Jaipur,84186,First Owner,16,125,Hero,,,,
Honda CBR 250R,22000,Pune,60857,First Owner,13,150,Bajaj,,,,
Honda CBR 250R,45000,Chennai,18742,First Owner,6,150,Yamaha,,,,
Honda CBR 250R,43000,Bangalore,42837,First Owner,8,150,Honda,,,,
Honda CBR 250R,55000,Rupnagar,27000,First Owner,9,150,Yamaha,,,,
Honda CBR 250R,11900,Noida,34968,First Owner,14,150,Hero,,,,
Honda CBR 250R,105000,Delhi,20000,First Owner,4,350,Royal Enfield,,,,
Honda CBR 250R,18000,Hyderabad,3869,First Owner,16,100,Hero,,,,
Honda CBR 250R,48000,Allahabad,41939,First Owner,8,200,Bajaj,,,,
Honda CBR 250R,50000,Bangalore,29134,First Owner,7,220,Bajaj,,,,
Honda CBR 250R,25000,Delhi,48587,First Owner,8,150,Hero,,,,
Honda CBR 250R,70000,Mumbai,8000,First Owner,5,220,Bajaj,,,,
Honda CBR 250R,87000,Pune,140,First Owner,3,160,Honda,,,,
Honda CBR 250R,10000,Ghaziabad,64955,First Owner,15,150,Bajaj,,,,
Honda CBR 250R,25000,Delhi,65000,First Owner,12,150,Yamaha,,,,
Honda CBR 250R,18000,Chennai,22824,First Owner,8,100,Hero,,,,
Honda CBR 250R,14227,Bhopal,36000,First Owner,15,150,Bajaj,,,,
Honda CBR 250R,35000,Bangalore,60000,First Owner,9,220,Bajaj,,,,
Honda CBR 250R,450000,Jodhpur,3430,First Owner,4,750,Harley-Davidson,,,,
Honda CBR 250R,139000,Hyderabad,21300,First Owner,4,400,Bajaj,,,,
Honda CBR 250R,80000,Hyderabad,7127,First Owner,5,220,Bajaj,,,,
Honda CBR 250R,45000,Chennai,18742,First Owner,6,150,Yamaha,,,,
Honda CBR 250R ABS,43000,Bangalore,42837,First Owner,8,150,Honda,,,,
Honda CBR 250R ABS,55000,Rupnagar,27000,First Owner,9,150,Yamaha,,,,
Honda CBR 250R ABS,11900,Noida,34968,First Owner,14,150,Hero,,,,
Honda CBR 250R ABS,105000,Delhi,20000,First Owner,4,350,Royal Enfield,,,,
Honda CBR 250R ABS,18000,Hyderabad,3869,First Owner,16,100,Hero,,,,
Honda CBR 250R ABS,48000,Allahabad,41939,First Owner,8,200,Bajaj,,,,
Honda CBR 250R ABS,50000,Bangalore,29134,First Owner,7,220,Bajaj,,,,
Honda CBR 250R ABS,25000,Delhi,48587,First Owner,8,150,Hero,,,,
Honda CBR 250R ABS,70000,Mumbai,8000,First Owner,5,220,Bajaj,,,,
Honda CBR 250R ABS,87000,Pune,140,First Owner,3,160,Honda,,,,
Honda CBR 250R ABS,10000,Ghaziabad,64955,First Owner,15,150,Bajaj,,,,
Honda CBR 250R ABS,25000,Delhi,65000,First Owner,12,150,Yamaha,,,,
Honda CBR 250R ABS,18000,Chennai,22824,First Owner,8,100,Hero,,,,
Honda CBR 250R ABS,14227,Bhopal,36000,First Owner,15,150,Bajaj,,,,
Honda CBR 250R ABS,35000,Bangalore,60000,First Owner,9,220,Bajaj,,,,
